File name;cargop/u.Question099;chl.Question013;climbw/help.Question097;defense.Question098;frsc1l.Question058;frsc1r.Question064;frsc2l.Question057;frsc2r.Question063;frsc3l.Question056;frsc3r.Question062;frsh1l.Question055;frsh1r.Question061;frsh2l.Question054;frsh2r.Question060;frsh3l.Question053;frsh3r.Question059;frtc1l.Question052;frtc1r.Question070;frtc2l.Question051;frtc2r.Question069;frtc3l.Question050;frtc3r.Question068;frth1l.Question049;frth1r.Question067;frth2l.Question048;frth2r.Question066;frth3l.Question047;frth3r.Question065;hatchp/u.Question100;level climb.Question096;match#.Question004;match#.Question005;match#.Question006;multiple climb.Question095;nrsc1l.Question082;nrsc1r.Question088;nrsc2l.Question081;nrsc2r.Question087;nrsc3l.Question080;nrsc3r.Question086;nrsh1l.Question079;nrsh1r.Question085;nrsh2l.Question078;nrsh2r.Question084;nrsh3l.Question077;nrsh3r.Question083;nrtc1l.Question076;nrtc1r.Question094;nrtc2l.Question075;nrtc3l.Question074;nrtc3r.Question092;nrth1l.Question073;nrth1r.Question091;nrth2l.Question072;nrth2r.Question090;nrth3l.Question071;nrth3r.Question089;nrthc2r.Question093;playeddefense.Question102;postion.Question011;sc0l.Question028;sc0r.Question038;sc1l.Question026;sc1r.Question036;sc2l.Question024;sc2r.Question034;sc3l.Question021;sc3r.Question032;sh0l.Question027;sh0r.Question037;sh1l.Question025;sh1r.Question035;sh2l.Question023;sh2r.Question033;sh3l.Question022;sh3r.Question031;speed.Question101;startinglevel.Question012;tc0l.Question030;tc0r.Question040;tc1l.Question019;tc1r.Question041;tc2l.Question017;tc2r.Question043;tc3l.Question015;tc3r.Question045;team#.Question007;team#.Question008;team#.Question009;team#.Question010;th0l.Question029;th0r.Question039;th1l.Question018;th1r.Question042;th2l.Question016;th2r.Question044;th3l.Question014;th3r.Question046
04;1;1;;0;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;C;D;J;1;3;3;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;;b1;A;A;A;A;A;A;A;A;A;1;A;A;A;A;A;A;0;1;A;A;A;A;A;A;A;A;J;5;2;9;A;A;A;A;A;A;A;A
